seq,send_timestamp,out_size_b,recv_timestamp,in_size_b
1369.0,1603319528.8306284,124.0,,
1370.0,1603319528.8601477,124.0,,
1371.0,1603319528.8920622,124.0,,
1372.0,1603319528.923977,124.0,,
1373.0,1603319528.954894,124.0,,
1374.0,1603319528.986809,124.0,,
1375.0,1603319529.0177264,124.0,,
1376.0,1603319529.0502226,124.0,,
1377.0,1603319529.0810618,124.0,,
1378.0,1603319529.111032,124.0,,
1379.0,1603319529.1429465,124.0,,
1380.0,1603319529.173864,124.0,,
1381.0,1603319529.2048187,124.0,,
1382.0,1603319529.2357004,124.0,,
1383.0,1603319529.2666485,124.0,,
1384.0,1603319529.2989898,124.0,,
1385.0,1603319529.3308003,124.0,,
1386.0,1603319529.358724,124.0,,
1387.0,1603319529.389672,124.0,,
1388.0,1603319529.4215987,124.0,,
1389.0,1603319529.451514,124.0,,
1390.0,1603319529.483426,124.0,,
1391.0,1603319529.5143387,124.0,,
1392.0,1603319529.5451562,124.0,,
1393.0,1603319529.5763385,124.0,,
1394.0,1603319529.608253,124.0,,
1395.0,1603319529.6401677,124.0,,
1396.0,1603319529.6720822,124.0,,
1397.0,1603319529.7020025,124.0,,
1398.0,1603319529.7329197,124.0,,
1399.0,1603319529.764891,124.0,,
1400.0,1603319529.7951422,124.0,,
1401.0,1603319529.8260906,124.0,,
1402.0,1603319529.8570023,124.0,,
1403.0,1603319529.8879216,124.0,,
1404.0,1603319529.9188395,124.0,,
1405.0,1603319529.9497225,124.0,,
1406.0,1603319529.981638,124.0,,
1407.0,1603319530.0138507,124.0,,
1408.0,1603319530.0445845,124.0,,
1409.0,1603319530.0744975,124.0,,
1410.0,1603319530.1064174,124.0,,
1411.0,1603319530.1373303,124.0,,
1412.0,1603319530.1692448,124.0,,
1413.0,1603319530.2001672,124.0,,
1414.0,1603319530.2310789,124.0,,
1415.0,1603319530.263078,124.0,,
1416.0,1603319530.2931685,124.0,,
1417.0,1603319530.324676,124.0,,
1418.0,1603319530.3555944,124.0,,
1419.0,1603319530.3865108,124.0,,
1420.0,1603319530.4174325,124.0,,
1421.0,1603319530.4493482,124.0,,
1422.0,1603319530.4809961,124.0,,
1423.0,1603319530.5118823,124.0,,
1424.0,1603319530.5418336,124.0,,
1425.0,1603319530.573743,124.0,,
1426.0,1603319530.604668,124.0,,
1427.0,1603319530.6355765,124.0,,
1428.0,1603319530.6674926,124.0,,
1429.0,1603319530.6979809,124.0,,
1430.0,1603319530.7288022,124.0,,
1431.0,1603319530.7598011,124.0,,
1432.0,1603319530.7917156,124.0,,
1433.0,1603319530.8236306,124.0,,
1434.0,1603319530.855055,124.0,,
1435.0,1603319530.8859723,124.0,,
1436.0,1603319530.9178867,124.0,,
1437.0,1603319530.9494705,124.0,,
1438.0,1603319530.9798481,124.0,,
1439.0,1603319531.009828,124.0,,
1440.0,1603319531.041845,124.0,,
1441.0,1603319531.0726602,124.0,,
1442.0,1603319531.1049726,124.0,,
1443.0,1603319531.1364021,124.0,,
1444.0,1603319531.1663463,124.0,,
1445.0,1603319531.1972613,124.0,,
1446.0,1603319531.2291808,124.0,,
1447.0,1603319531.2610965,124.0,,
1448.0,1603319531.2919343,124.0,,
1449.0,1603319531.3234434,124.0,,
1450.0,1603319531.3543854,124.0,,
1451.0,1603319531.3862967,124.0,,
1452.0,1603319531.4172213,124.0,,
1453.0,1603319531.4491322,124.0,,
1454.0,1603319531.480913,124.0,,
1455.0,1603319531.510888,124.0,,
1456.0,1603319531.5417843,124.0,,
1457.0,1603319531.573699,124.0,,
1458.0,1603319531.6046538,124.0,,
1459.0,1603319531.6365685,124.0,,
1460.0,1603319531.667804,124.0,,
1461.0,1603319531.6997917,124.0,,
1462.0,1603319531.731706,124.0,,
1463.0,1603319531.7626235,124.0,,
1464.0,1603319531.794538,124.0,,
1465.0,1603319531.8262095,124.0,,
1466.0,1603319531.858188,124.0,,
1467.0,1603319531.8900712,124.0,,
1468.0,1603319531.9219894,124.0,,
1469.0,1603319531.9539018,124.0,,
1470.0,1603319531.984806,124.0,,
1471.0,1603319532.0168054,124.0,,
1472.0,1603319532.0487382,124.0,,
1473.0,1603319532.0806527,124.0,,
1474.0,1603319532.112568,124.0,,
1475.0,1603319532.1435204,124.0,,
1476.0,1603319532.1752808,124.0,,
1477.0,1603319532.2049317,124.0,,
1478.0,1603319532.2368467,124.0,,
1479.0,1603319532.2677639,124.0,,
1480.0,1603319532.2996786,124.0,,
1481.0,1603319532.331539,124.0,,
1482.0,1603319532.3627548,124.0,,
1483.0,1603319532.3936737,124.0,,
1484.0,1603319532.4247534,124.0,,
1485.0,1603319532.4566925,124.0,,
1486.0,1603319532.4886286,124.0,,
1487.0,1603319532.5195367,124.0,,
1488.0,1603319532.5513203,124.0,,
1489.0,1603319532.5822377,124.0,,
1490.0,1603319532.6141522,124.0,,
1491.0,1603319532.6460671,124.0,,
1492.0,1603319532.6780026,124.0,,
1493.0,1603319532.710297,124.0,,
1494.0,1603319532.741245,124.0,,
1495.0,1603319532.7731264,124.0,,
1496.0,1603319532.8050404,124.0,,
1497.0,1603319532.8369544,124.0,,
1498.0,1603319532.8688073,124.0,,
1499.0,1603319532.9007847,124.0,,
1500.0,1603319532.9326987,124.0,,
1501.0,1603319532.96262,124.0,,
1502.0,1603319532.993536,124.0,,
1503.0,1603319533.0250323,124.0,,
1504.0,1603319533.0568674,124.0,,
1505.0,1603319533.0873199,124.0,,
1506.0,1603319533.1192346,124.0,,
1507.0,1603319533.1511493,124.0,,
1508.0,1603319533.1830416,124.0,,
1509.0,1603319533.2138689,124.0,,
1510.0,1603319533.245814,124.0,,
1511.0,1603319533.2767313,124.0,,
1512.0,1603319533.3076484,124.0,,
1513.0,1603319533.3385658,124.0,,
1514.0,1603319533.3700306,124.0,,
1515.0,1603319533.4005334,124.0,,
1516.0,1603319533.431456,124.0,,
1517.0,1603319533.4634013,124.0,,
1518.0,1603319533.4952846,124.0,,
1519.0,1603319533.5271993,124.0,,
1520.0,1603319533.558716,124.0,,
1521.0,1603319533.5892167,124.0,,
1522.0,1603319533.6191618,124.0,,
1523.0,1603319533.6500814,124.0,,
1524.0,1603319533.6810064,124.0,,
1525.0,1603319533.7119193,124.0,,
1526.0,1603319533.7428112,124.0,,
1527.0,1603319533.7748117,124.0,,
1528.0,1603319533.8067598,124.0,,
1529.0,1603319533.8372955,124.0,,
1530.0,1603319533.8692105,124.0,,
1531.0,1603319533.9011292,124.0,,
1532.0,1603319533.9325812,124.0,,
1533.0,1603319533.963987,124.0,,
1534.0,1603319533.9959016,124.0,,
1535.0,1603319534.027848,124.0,,
1536.0,1603319534.0597312,124.0,,
1537.0,1603319534.0908067,124.0,,
1538.0,1603319534.1219957,124.0,,
1539.0,1603319534.1538854,124.0,,
1540.0,1603319534.1847754,124.0,,
1541.0,1603319534.2166908,124.0,,
1542.0,1603319534.247609,124.0,,
1543.0,1603319534.2794297,124.0,,
1544.0,1603319534.309117,124.0,,
1545.0,1603319534.3410335,124.0,,
1546.0,1603319534.372913,124.0,,
1547.0,1603319534.4038281,124.0,,
1548.0,1603319534.4337494,124.0,,
1549.0,1603319534.465807,124.0,,
1550.0,1603319534.4977658,124.0,,
1551.0,1603319534.5296807,124.0,,
1552.0,1603319534.5615954,124.0,,
1553.0,1603319534.593031,124.0,,
1554.0,1603319534.6248121,124.0,,
1555.0,1603319534.6567788,124.0,,
1556.0,1603319534.6876965,124.0,,
1557.0,1603319534.71864,124.0,,
1558.0,1603319534.7495575,124.0,,
1559.0,1603319534.7818465,124.0,,
1560.0,1603319534.812812,124.0,,
1561.0,1603319534.843743,124.0,,
1562.0,1603319534.8746603,124.0,,
1563.0,1603319534.9056044,124.0,,
1564.0,1603319534.93752,124.0,,
1565.0,1603319534.9685638,124.0,,
1566.0,1603319535.0000381,124.0,,
1567.0,1603319535.0319216,124.0,,
1568.0,1603319535.0638354,124.0,,
1569.0,1603319535.0957499,124.0,,
1570.0,1603319535.1280234,124.0,,
1571.0,1603319535.1599548,124.0,,
1572.0,1603319535.1898935,124.0,,
1573.0,1603319535.2218082,124.0,,
1574.0,1603319535.2533526,124.0,,
1575.0,1603319535.2842698,124.0,,
1576.0,1603319535.314816,124.0,,
1577.0,1603319535.3456306,124.0,,
1578.0,1603319535.3775506,124.0,,
1579.0,1603319535.4094605,124.0,,
1580.0,1603319535.4413824,124.0,,
1581.0,1603319535.473258,124.0,,
1582.0,1603319535.5037673,124.0,,
1583.0,1603319535.5345829,124.0,,
1584.0,1603319535.5654995,124.0,,
1585.0,1603319535.5974147,124.0,,
1586.0,1603319535.6297188,124.0,,
1587.0,1603319535.6622715,124.0,,
1588.0,1603319535.6916034,124.0,,
1589.0,1603319535.723522,124.0,,
1590.0,1603319535.7553942,124.0,,
1591.0,1603319535.7873087,124.0,,
1592.0,1603319535.8188233,124.0,,
1593.0,1603319535.850813,124.0,,
1594.0,1603319535.8827372,124.0,,
1595.0,1603319535.9146523,124.0,,
1596.0,1603319535.9465668,124.0,,
1597.0,1603319535.9774842,124.0,,
1598.0,1603319536.0088122,124.0,,
1599.0,1603319536.0407655,124.0,,
1600.0,1603319536.0726805,124.0,,
1601.0,1603319536.1046267,124.0,,
1602.0,1603319536.1365416,124.0,,
1603.0,1603319536.1690078,124.0,,
1604.0,1603319536.1986473,124.0,,
1605.0,1603319536.2306006,124.0,,
