seq,send_timestamp,send_size,recv_timestamp,recv_size,rtt
572.0,1609951091.529313,124.0,,,inf
573.0,1609951091.5387454,124.0,,,inf
574.0,1609951091.5484724,124.0,,,inf
575.0,1609951091.5591826,124.0,,,inf
576.0,1609951091.5685163,124.0,,,inf
577.0,1609951091.5789802,124.0,,,inf
578.0,1609951091.5883138,124.0,,,inf
579.0,1609951091.5988393,124.0,,,inf
580.0,1609951091.6096163,124.0,,,inf
581.0,1609951091.6188838,124.0,,,inf
582.0,1609951091.6283514,124.0,,,inf
583.0,1609951091.6386392,124.0,,,inf
584.0,1609951091.649269,124.0,,,inf
585.0,1609951091.6589868,124.0,,,inf
586.0,1609951091.668265,124.0,,,inf
587.0,1609951091.6787155,124.0,,,inf
588.0,1609951091.6889503,124.0,,,inf
589.0,1609951091.6986392,124.0,,,inf
590.0,1609951091.7093973,124.0,,,inf
591.0,1609951091.718706,124.0,,,inf
592.0,1609951091.729186,124.0,,,inf
593.0,1609951091.7384572,124.0,,,inf
594.0,1609951091.7489219,124.0,,,inf
595.0,1609951091.7585866,124.0,,,inf
596.0,1609951091.7688344,124.0,,,inf
597.0,1609951091.7792602,124.0,,,inf
598.0,1609951091.7885714,124.0,,,inf
599.0,1609951091.7991037,124.0,,,inf
600.0,1609951091.808867,124.0,,,inf
601.0,1609951091.8183012,124.0,,,inf
602.0,1609951091.8287535,124.0,,,inf
603.0,1609951091.8389966,124.0,,,inf
604.0,1609951091.848772,124.0,,,inf
605.0,1609951091.8595042,124.0,,,inf
606.0,1609951091.869182,124.0,,,inf
607.0,1609951091.8788302,124.0,,,inf
608.0,1609951091.888116,124.0,,,inf
609.0,1609951091.8985553,124.0,,,inf
610.0,1609951091.9094963,124.0,,,inf
611.0,1609951091.918721,124.0,,,inf
612.0,1609951091.9292154,124.0,,,inf
613.0,1609951091.9384677,124.0,,,inf
614.0,1609951091.9489253,124.0,,,inf
615.0,1609951091.958564,124.0,,,inf
616.0,1609951091.9688282,124.0,,,inf
617.0,1609951091.9792678,124.0,,,inf
618.0,1609951091.9885738,124.0,,,inf
619.0,1609951091.9991803,124.0,,,inf
620.0,1609951092.008897,124.0,,,inf
621.0,1609951092.018155,124.0,,,inf
622.0,1609951092.0286095,124.0,,,inf
623.0,1609951092.0388725,124.0,,,inf
624.0,1609951092.048522,124.0,,,inf
625.0,1609951092.0591588,124.0,,,inf
626.0,1609951092.068464,124.0,,,inf
627.0,1609951092.078892,124.0,,,inf
628.0,1609951092.0881429,124.0,,,inf
629.0,1609951092.0985775,124.0,,,inf
630.0,1609951092.1092713,124.0,,,inf
631.0,1609951092.1185236,124.0,,,inf
632.0,1609951092.1289608,124.0,,,inf
633.0,1609951092.1382554,124.0,,,inf
634.0,1609951092.148726,124.0,,,inf
