seq,send_timestamp,send_size,recv_timestamp,recv_size,rtt
251.0,1605734326.5373874,123.0,1605734326.5383909,73.0,0.0010035037994384766
252.0,1605734326.5468698,123.0,1605734326.547859,73.0,0.0009891986846923828
253.0,1605734326.5554597,123.0,1605734326.5564976,73.0,0.0010378360748291016
254.0,1605734326.564493,123.0,1605734326.565456,73.0,0.0009629726409912109
255.0,1605734326.5735357,123.0,1605734326.5744948,73.0,0.0009591579437255859
256.0,1605734326.5824096,124.0,1605734326.583402,74.0,0.0009922981262207031
257.0,1605734326.5915365,124.0,1605734326.5924768,74.0,0.0009403228759765625
258.0,1605734326.6022043,124.0,1605734326.6045914,74.0,0.0023870468139648438
259.0,1605734326.6203833,124.0,1605734326.6227956,74.0,0.0024123191833496094
260.0,1605734326.6386902,124.0,1605734326.6412234,74.0,0.0025331974029541016
261.0,1605734326.650886,124.0,1605734326.652613,74.0,0.0017268657684326172
262.0,1605734326.659452,124.0,1605734326.6606216,74.0,0.0011696815490722656
263.0,1605734326.6676917,124.0,1605734326.6685717,74.0,0.0008800029754638672
264.0,1605734326.6770213,124.0,1605734326.6779313,74.0,0.0009100437164306641
265.0,1605734326.6875896,124.0,1605734326.6901262,74.0,0.0025365352630615234
266.0,1605734326.7059927,124.0,1605734326.7083576,74.0,0.0023648738861083984
267.0,1605734326.7177646,124.0,1605734326.7190983,74.0,0.0013337135314941406
268.0,1605734326.7268012,124.0,1605734326.7280583,74.0,0.001257181167602539
269.0,1605734326.7412071,124.0,1605734326.743007,74.0,0.0017998218536376953
270.0,1605734326.7493834,124.0,1605734326.7505076,74.0,0.0011241436004638672
271.0,1605734326.7580492,124.0,1605734326.759034,74.0,0.0009846687316894531
272.0,1605734326.7668276,124.0,1605734326.7677014,74.0,0.0008738040924072266
273.0,1605734326.775922,124.0,1605734326.7767816,74.0,0.0008594989776611328
274.0,1605734326.7849095,124.0,1605734326.7857666,74.0,0.0008571147918701172
275.0,1605734326.7937837,124.0,1605734326.794664,74.0,0.0008802413940429688
276.0,1605734326.8029313,124.0,1605734326.8037949,74.0,0.0008635520935058594
277.0,1605734326.8120568,124.0,1605734326.8130028,74.0,0.000946044921875
278.0,1605734326.8207498,124.0,1605734326.8216293,74.0,0.0008795261383056641
279.0,1605734326.8300252,124.0,1605734326.8309145,74.0,0.0008893013000488281
280.0,1605734326.8388948,124.0,1605734326.8398,74.0,0.0009050369262695312
281.0,1605734326.8478687,124.0,1605734326.8486955,74.0,0.0008268356323242188
282.0,1605734326.8568418,124.0,1605734326.8577106,74.0,0.0008687973022460938
283.0,1605734326.865671,124.0,1605734326.866601,74.0,0.0009300708770751953
284.0,1605734326.8749058,124.0,1605734326.8757493,74.0,0.0008435249328613281
