tick,tick_dt,input_force,output_ang_vel,output_angle,output_speed,output_position
2719.0,0.005453904000205512,-0.06820005215216135,0.00025452082665842075,-8.423361407960573e-05,-9.417861123478919e-05,-0.0011759550356842527
2720.0,0.004840669999794045,-0.06820005215216135,0.00025119204413276777,-8.300156274967753e-05,-9.184517349155395e-05,-0.0011764109232622793
2721.0,0.0054218709997257974,-0.06828246943924766,0.0002447113600527275,-8.163963189023223e-05,-9.004478159656157e-05,-0.0011769088959448979
2722.0,0.004899888000181818,-0.06828246943924766,0.00024366040177477868,-8.04405736336017e-05,-8.855690928962917e-05,-0.0011773501052897218
2723.0,0.004533194000032381,-0.06830249975623122,0.00023782086438645434,-7.933601376223079e-05,-8.717804443549008e-05,-0.0011777515509395749
2724.0,0.0048495480000383395,-0.06830249975623122,0.0002340236533553694,-7.818269006497806e-05,-8.576282430299214e-05,-0.0011781743250506142
2725.0,0.005372968999836303,-0.06823693001193859,0.00023271766334542082,-7.692528823027123e-05,-8.352261402533777e-05,-0.0011786351260469326
2726.0,0.00484652700015431,-0.06823693001193859,0.00023046160399574635,-7.579741579145483e-05,-8.14397223525272e-05,-0.0011790399206509298
2727.0,0.005383093000091321,-0.06830941744379926,0.0002244699850762094,-7.455681954419551e-05,-7.979648757385624e-05,-0.001179478318250255
2728.0,0.004853054999784945,-0.06830941744379926,0.0002235101409141129,-7.346745436081975e-05,-7.844501606259311e-05,-0.0011798655749932405
2729.0,0.004599054999744112,-0.06832300067606892,0.0002180073227976415,-7.24395189297552e-05,-7.711154850439199e-05,-0.0011802263479365682
2730.0,0.005891900999813515,-0.06832300067606892,0.00021413986567078282,-7.11550413665971e-05,-7.548049416667262e-05,-0.0011806806815462983
2731.0,0.004443917000116926,-0.06826491393411277,0.0002172972746141592,-7.020342157713996e-05,-7.386423853672117e-05,-0.0011810161105975027
2732.0,0.004851360999964527,-0.06826491393411277,0.00020708061077441206,-6.914923405367824e-05,-7.167525892835253e-05,-0.001181374452683632
2733.0,0.005396350999944843,-0.06820001413543215,0.00021079148900128653,-6.803175439265655e-05,-6.896298021058973e-05,-0.0011817612375388212
2734.0,0.004853798000112874,-0.06820001413543215,0.00020953067624328534,-6.700861508490129e-05,-6.633570669978624e-05,-0.0011820959699142492
2735.0,0.0045202579999568115,-0.06837258600549735,0.00020404402937841792,-6.606148236937622e-05,-6.535994435704056e-05,-0.0011823958244231417
2736.0,0.005906125999899814,-0.06837258600549735,0.00019977880329199093,-6.485637262234002e-05,-6.415527241079012e-05,-0.0011827818484898608
2737.0,0.004477890000089246,-0.06830546115364321,0.00020598992201690023,-6.396178511684902e-05,-6.283194839267888e-05,-0.0011830691287426421
2738.0,0.004855165999742894,-0.06830546115364321,0.00019308604221620208,-6.296166985118287e-05,-6.0869511788175854e-05,-0.001183374188282176
2739.0,0.005354742999770679,-0.06825101755535297,0.00019664736188760136,-6.192774371827223e-05,-5.860440257683886e-05,-0.001183700128874323
2740.0,0.004794904999926075,-0.06825101755535297,0.00019529328495892975,-6.09848382995351e-05,-5.638619428058345e-05,-0.0011839811314172564
2741.0,0.00528172500025903,-0.06842159899140751,0.0001886680183897516,-5.995335287398481e-05,-5.5633218977540074e-05,-0.0011842789477892576
2742.0,0.00484026799995263,-0.06842159899140751,0.00018797246500864548,-5.904014910195842e-05,-5.511696208995224e-05,-0.001184548227478809
2743.0,0.005317118000220944,-0.06842651606869037,0.00018164808881368944,-5.8040677324715046e-05,-5.4375868582612614e-05,-0.0011848412908700549
2744.0,0.004867234999892389,-0.06842651606869037,0.00018054513765822558,-5.715655338917749e-05,-5.385087078214295e-05,-0.0011851059510007698
2745.0,0.004340529999808496,-0.06842068289640334,0.00017543323762175207,-5.637289180285241e-05,-5.316013720359354e-05,-0.0011853396923209155
2746.0,0.00585198799990394,-0.06842068289640334,0.00016996479768716512,-5.534625860150562e-05,-5.2259055512366495e-05,-0.0011856507848059042
2747.0,0.004305923000174516,-0.06830226775085858,0.00016551181860739917,-5.461440326992445e-05,-5.0832021600678905e-05,-0.0011858758082750023
2748.0,0.004897312999673886,-0.06830226775085858,0.00016626099425603977,-5.380384008905877e-05,-4.8651306414307256e-05,-0.0011861247485951871
2749.0,0.005529670999749214,-0.06827420815834452,0.0001757442244779285,-5.2884471490731674e-05,-4.6477703375637406e-05,-0.0011863937743133662
2750.0,0.004804845999842655,-0.06827420815834452,0.00017162761819168183,-5.204004755675345e-05,-4.425733212555771e-05,-0.0011866170925205126
2751.0,0.005406790000051842,-0.06850773762414337,0.00016200780653395907,-5.1112093066981945e-05,-4.41651708120307e-05,-0.001186856382621278
2752.0,0.0048285639995810925,-0.06850773762414337,0.0001650227364367097,-5.032982800470097e-05,-4.440411352556938e-05,-0.0011870696369750964
2753.0,0.004437100000359351,-0.06855035349635676,0.0001550259594102069,-4.959760562079834e-05,-4.466205305848201e-05,-0.0011872666624672366
2754.0,0.004858193000018218,-0.06855035349635676,0.00015045417801669335,-4.884445958997057e-05,-4.509044666115869e-05,-0.0011874836393407718
2755.0,0.005710768999961147,-0.06835293661706454,0.0001537351694779484,-4.79852505342382e-05,-4.346482697764889e-05,-0.0011877411404657588
2756.0,0.004864625000209344,-0.06835293661706454,0.0001547516862760314,-4.723738658538435e-05,-4.1992953903881103e-05,-0.001187952580549704
2757.0,0.004560982999919361,-0.06858256095630622,0.00014222578150950945,-4.653156677507052e-05,-4.244285955438107e-05,-0.0011881441096985759
2758.0,0.0049105590001090604,-0.06858256095630622,0.00013881740340167484,-4.5833158683631454e-05,-4.3184049721003504e-05,-0.001188352527864551
2759.0,0.005625984999824141,-0.06835344613562486,0.0001408151136738976,-4.505217405437909e-05,-4.149046645396551e-05,-0.0011885954806805132
2760.0,0.004797498999778327,-0.06835344613562486,0.0001423552682895017,-4.4376613687374894e-05,-3.999513246559227e-05,-0.0011887945311518265
2761.0,0.005330338000021584,-0.06853836283460543,0.00013065978759071355,-4.3617811991308094e-05,-4.001790445085374e-05,-0.0011890077187262237
2762.0,0.004846567000186042,-0.06853836283460543,0.0001342177336248503,-4.2984560576519625e-05,-4.043133236912791e-05,-0.0011892016681813518
2763.0,0.0044216590003998135,-0.06850674995546063,0.00012599109626087034,-4.239109552662404e-05,-4.0195243911883906e-05,-0.0011893804417460198
2764.0,0.005878400999790756,-0.06850674995546063,0.00012129136773005222,-4.1650469340399406e-05,-4.000729892150439e-05,-0.0011896167255080184
2765.0,0.0043947029998889775,-0.06829880230141448,0.00010094704517280058,-4.111742980277551e-05,-3.821465042936323e-05,-0.0011897925457046061
2766.0,0.004886609000095632,-0.06829880230141448,0.00011546389975622054,-4.0624141063301044e-05,-3.576029317113012e-05,-0.0011899792857593297
2767.0,0.005351234000045224,-0.06811849033502783,0.00012123124284956728,-4.000626671714774e-05,-3.174427918611086e-05,-0.0011901706474559987
2768.0,0.00483466200012117,-0.06811849033502783,0.00013455509494975963,-3.9420154634115475e-05,-2.784230108696965e-05,-0.001190324120316301
2769.0,0.004749933000312012,-0.06854712852461375,0.0001259914905079356,-3.87810269482535e-05,-2.791145811819404e-05,-0.0011904563693810387
2770.0,0.004939712000123109,-0.06854712852461375,0.00012397194352446758,-3.8158665270678054e-05,-2.8162799278494172e-05,-0.0011905942439456461
2771.0,0.005447284000183572,-0.06841713035713336,0.00012356494691722006,-3.748335488624556e-05,-2.699792795737699e-05,-0.0011907476547115563
2772.0,0.004867986000135716,-0.06841713035713336,0.00011923214095593802,-3.688184245454502e-05,-2.5956925980785674e-05,-0.0011908790802468855
2773.0,0.005321269999967626,-0.06836753062240468,0.00011903049923693555,-3.6247376039844276e-05,-2.4077841180473516e-05,-0.0011910172040583984
2774.0,0.004798789000233228,-0.06836753062240468,0.00011315094699405449,-3.56761737894138e-05,-2.2653878347415283e-05,-0.0011911327485378046
2775.0,0.0044536010000229,-0.06822908301675203,0.00012157077561816541,-3.517224461872754e-05,-1.9852897844425058e-05,-0.001191233639873067
2776.0,0.005898978000004718,-0.06822908301675203,0.00012127496582493403,-3.445510128791247e-05,-1.623544996943191e-05,-0.0011913507516806876
2777.0,0.0044276599996919686,-0.06838906798727358,6.707777975852538e-05,-3.39181369727654e-05,-3.582733264337109e-05,-0.0011914226367330943
2778.0,0.004932384999847272,-0.06838906798727358,7.912198740731949e-05,-3.358728353806139e-05,-3.647705433632017e-05,-0.001191599350931209
2779.0,0.005379373999858217,-0.06801849236910941,8.560967901806947e-05,-3.316165677618535e-05,-3.121986665383968e-05,-0.0011917955746488973
2780.0,0.004827121999824158,-0.06801849236910941,0.00010256875596797372,-3.274840841119934e-05,-2.6241740756069072e-05,-0.0011919462767540536
2781.0,0.005417986999873392,-0.0684461885022818,9.585038087938843e-05,-3.219269222477168e-05,-2.5090707279210014e-05,-0.001192088454164324
2782.0,0.0048467349997736164,-0.0684461885022818,8.253990903572873e-05,-3.172813082902191e-05,-2.4327201089190973e-05,-0.0011922100621734632
2783.0,0.0044254800000089745,-0.06793257425726472,0.00010136618930528245,-3.1362852112381736e-05,-1.8862270848857126e-05,-0.0011923177217153396
2784.0,0.004893759000424325,-0.06793257425726472,0.00010342459359082725,-3.086679041113029e-05,-1.3700312313252741e-05,-0.0011924100291230747
2785.0,0.005361587000152213,-0.06826607803309938,7.790614748803032e-05,-3.0312270454637686e-05,-2.2217346609028992e-05,-0.0011924834845394715
2786.0,0.004870590999871638,-0.06826607803309938,8.684102524207784e-05,-2.9932821473847815e-05,-1.8509125047728186e-05,-0.0011925916961479065
2787.0,0.005450767999718664,-0.06808100367591177,9.634390472683885e-05,-2.9459471192395537e-05,-1.3474200052562986e-05,-0.0011926925850944195
2788.0,0.004896070000086183,-0.06808100367591177,6.951547527866549e-05,-2.8987764690771298e-05,-2.271844868175622e-05,-0.001192758555721072
2789.0,0.004948760999923252,-0.06785317030681601,8.926883783030665e-05,-2.8643749217821108e-05,-1.5908553092122914e-05,-0.0011928709838938869
2790.0,0.004879535999862128,-0.06785317030681601,0.00010265144724572758,-2.820815870996227e-05,-9.294120231935076e-06,-0.0011929486102514057
2791.0,0.005378030999963812,-0.06842998502260349,0.00010197057329288474,-2.76560960444836e-05,-8.032077943223302e-06,-0.0011929985943181305
2792.0,0.0048395820003861445,-0.06842998502260349,6.84788143503545e-05,-2.7162601093406297e-05,-1.927430513362761e-05,-0.0011930374662179704
2793.0,0.004336078000051202,-0.06793062884687709,8.598067984226232e-05,-2.6865671613032133e-05,-1.252598271137436e-05,-0.0011931210411084265
2794.0,0.005910976999984996,-0.06793062884687709,6.732638459848369e-05,-2.6357441792041446e-05,-1.9847237882952064e-05,-0.0011931950819041356
2795.0,0.004534567000064271,-0.06802247192514146,1.8158495769248074e-05,-2.6052145790207527e-05,-3.832763293419116e-05,-0.001193285080534082
2796.0,0.004898165000213339,-0.06802247192514146,4.063876157568007e-05,-2.5963202481774073e-05,-3.505359208681585e-05,-0.0011934728156042613
2797.0,0.005429076999917015,-0.06786302725604204,5.528862739080004e-05,-2.574257151599844e-05,-2.7879221981983713e-05,-0.0011936631242548243
2798.0,0.004866825000135577,-0.06786302725604204,5.6449183407996e-05,-2.547349144198971e-05,-2.1188048945256737e-05,-0.0011937988075493506
2799.0,0.004368307999811805,-0.06789533343548318,6.970422293185698e-05,-2.5226904022525718e-05,-1.5346393334299296e-05,-0.0011938913634730586
2800.0,0.005847641999935149,-0.06789533343548318,5.553464042083507e-05,-2.4819298680936548e-05,-1.9598431975274688e-05,-0.0011939811036872677
2801.0,0.004342000999713491,-0.06789921973763238,1.0539020776825561e-05,-2.457816721671055e-05,-3.636363195044458e-05,-0.0011940662000984972
2802.0,0.004879569999957312,-0.06789921973763238,2.879281812008814e-05,-2.4526741327099027e-05,-3.284812604930254e-05,-0.001194243638986052
2803.0,0.005571625999891694,-0.06765436986340996,2.9158830513630613e-05,-2.436631851305099e-05,-2.652934687914064e-05,-0.001194426656459196
2804.0,0.005168747999960033,-0.06765436986340996,3.608584318944591e-05,-2.4215603866152487e-05,-2.2658052262394298e-05,-0.0011945637799678178
2805.0,0.004444078999767953,-0.0675516111768624,6.436400070162238e-05,-2.405523552824535e-05,-1.2919580682309707e-05,-0.0011946644741420527
2806.0,0.00507948899985422,-0.0675516111768624,3.828794045203341e-05,-2.372829929469485e-05,-2.2335182903961933e-05,-0.001194730099010011
2807.0,0.0054359069999918574,-0.06767100724927748,1.9378395427399222e-05,-2.352016961117637e-05,-2.7410376217365265e-05,-0.0011948515109871049
2808.0,0.004891336000127922,-0.06767100724927748,4.932998023541004e-05,-2.342538336799762e-05,-1.7499046970535896e-05,-0.001194985584347074
2809.0,0.004546161000234861,-0.06786621557446029,5.288634312146239e-05,-2.320112133570904e-05,-1.2679060936715848e-05,-0.0011950651378319526
2810.0,0.004870650000157184,-0.06786621557446029,5.4771795997117e-05,-2.2943530468576177e-05,-1.0916689467544387e-05,-0.001195126893100106
2811.0,0.005423576999874058,-0.06785054047830127,3.637528704120538e-05,-2.2646471415564418e-05,-1.690542606182117e-05,-0.0011951861006060168
2812.0,0.004798958999799652,-0.06785054047830127,2.8855269308354992e-05,-2.247190790444773e-05,-1.9398191609581032e-05,-0.0011952672290525615
2813.0,0.005314379000083136,-0.06747100455163918,3.7210669203316166e-05,-2.2318560067193664e-05,-1.662352923524266e-05,-0.001195370318394691
2814.0,0.004805305999980192,-0.06747100455163918,2.1342857232974207e-05,-2.213975141520769e-05,-2.1077944066710937e-05,-0.0011954501995394661
2815.0,0.005365850000089267,-0.06736409391239939,4.0236253809688516e-05,-2.202522884472223e-05,-1.3447048241397805e-05,-0.0011955633006256383
2816.0,0.004805009999927279,-0.06736409391239939,1.576016273363998e-05,-2.1831893242807067e-05,-2.1936575168615326e-05,-0.0011956279138269077
2817.0,0.005284147000111261,-0.067280151986153,3.448905085523337e-05,-2.1748614226176837e-05,-1.4501933579866676e-05,-0.0011957438299147777
2818.0,0.004802815999937593,-0.067280151986153,1.7146883722636784e-05,-2.158296966090666e-05,-1.981793906146082e-05,-0.0011958134800334052
2819.0,0.004348768999989261,-0.06728369678084532,3.987511485055564e-05,-2.1508401824527236e-05,-1.0407456441234004e-05,-0.0011958996636724393
2820.0,0.005810727999687515,-0.06728369678084532,2.299478345564749e-05,-2.1276698378174356e-05,-1.752615802920729e-05,-0.0011959601385709878
2821.0,0.004482798000026378,-0.06741478132986514,-2.635355805360884e-05,-2.117361740888834e-05,-3.645841047743436e-05,-0.0011960387047971492
2822.0,0.004843068000354833,-0.06741478132986514,7.334751603578828e-07,-2.1301249482593267e-05,-2.7854297295261605e-05,-0.0011962152753582764
2823.0,0.0047698849998596415,-0.0671558553980625,1.3045027132982918e-05,-2.1297750890428107e-05,-1.7996569598181045e-05,-0.0011963481371531266
2824.0,0.005933414000082848,-0.0671558553980625,4.8277499354529425e-05,-2.1220349343805806e-05,-2.1610640380417068e-06,-0.001196454918251134
2825.0,0.004495903999668371,-0.06762550422481012,-1.8613862553098363e-05,-2.100329834136379e-05,-3.013595778960562e-05,-0.001196464634187586
2826.0,0.004884708000190585,-0.06762550422481012,-1.0732289536155107e-05,-2.1094221624691355e-05,-2.883832128461876e-05,-0.0011966118395416944
2827.0,0.00550624900006369,-0.06690662090325555,-2.448234335503043e-06,-2.1153316283218202e-05,-2.1625994135954046e-05,-0.0011967706305194314
2828.0,0.004902398000012909,-0.06690662090325555,-2.18393882585967e-06,-2.1165318502328134e-05,-2.078641106320874e-05,-0.0011968766497498318
2829.0,0.0049629019999883894,-0.06686924652152214,1.3939656766112618e-05,-2.1176157176694845e-05,-1.4551032436008201e-05,-0.00119697981067087
2830.0,0.004857248999996955,-0.06686924652152214,3.564866737035206e-05,-2.1108448792807345e-05,-3.0433861161441663e-06,-0.0011970504886586186
2831.0,0.0045567570000457636,-0.06733903391685735,3.5944294379455044e-05,-2.0946006478225192e-05,-2.503912310843726e-06,-0.0011970643566296072
2832.0,0.005897010999888153,-0.06733903391685735,1.720469994858992e-05,-2.0734042578886328e-05,-1.0522598662965257e-05,-0.0011970791222280471
2833.0,0.00437712900020415,-0.06712173981586826,-3.9159657611064706e-05,-2.0658735387801545e-05,-3.317798773264429e-05,-0.0011971251809998122
2834.0,0.004924661999666569,-0.06712173981586826,-2.518584687318683e-05,-2.085158346555871e-05,-2.928651176697419e-05,-0.0011972885713752246
2835.0,0.0055358800000249175,-0.06657170236502528,-2.7400464178775334e-05,-2.0991009291547674e-05,-2.6573687978129955e-05,-0.001197450697989986
2836.0,0.005044313999860606,-0.06657170236502528,-1.4620610600153608e-05,-2.112922583660735e-05,-2.0304414876232185e-05,-0.001197584744016282
2837.0,0.004560566999771254,-0.0665363721909209,8.699469996401963e-06,-2.1195904110826915e-05,-1.064151489576831e-05,-0.0011976773436607163
2838.0,0.00489191499991648,-0.0665363721909209,-2.0386153030317514e-06,-2.1153347043060192e-05,-1.4978593914574602e-05,-0.0011977294010470567
2839.0,0.005385101000229042,-0.06671333116623979,-1.2636245226474576e-05,-2.116432519236763e-05,-1.7267820773143653e-05,-0.001197810062288128
2840.0,0.004848017000313121,-0.06671333116623979,-1.597036691074038e-05,-2.1225585924045706e-05,-1.7988225052444228e-05,-0.0011978937769767948
2841.0,0.005491596999945614,-0.06641963976229523,-6.8623111931843565e-06,-2.131328874306076e-05,-1.471335512780396e-05,-0.0011979925610595271
2842.0,0.004145633000007365,-0.06641963976229523,-2.723907679014917e-05,-2.1341737366799544e-05,-2.1424764958650396e-05,-0.0011980535572300858
2843.0,0.00575762099970234,-0.06621310687653117,-4.6116947686603105e-05,-2.149856964733901e-05,-3.18148979280415e-05,-0.0011981769129067255
2844.0,0.004854754000007233,-0.06621310687653117,-8.040935947237383e-05,-2.172245608358867e-05,-4.28926482539477e-05,-0.0011983313664097014
2845.0,0.004489833000207,-0.06542148281827247,-1.2521966204462512e-05,-2.2083480679273242e-05,-1.4209002919733224e-05,-0.0011985239472372983
2846.0,0.0048917210001491185,-0.06542148281827247,-9.061275597523606e-06,-2.214473464431877e-05,-1.1718707922349536e-05,-0.001198593453715272
2847.0,0.005466733000048407,-0.06632381909363114,-3.22206574037577e-05,-2.2194270218650286e-05,-1.969729360662645e-05,-0.001198657516762589
2848.0,0.004868486999839661,-0.06632381909363114,-3.4031767519779e-05,-2.235113607034677e-05,-1.9718244862012946e-05,-0.001198753412780445
2849.0,0.004693223999765905,-0.06587499596317521,-1.873403463560402e-05,-2.251085477842505e-05,-1.3757848284664562e-05,-0.0011988459549204646
2850.0,0.004904041999907349,-0.06587499596317521,-3.2305827802119224e-06,-2.260272727110577e-05,-5.49047096218018e-06,-0.001198913423986281
2851.0,0.005552079999688431,-0.0662311130450478,-2.120503414927329e-05,-2.2620663725147123e-05,-1.1810254741573427e-05,-0.001198943907520299
2852.0,0.00484864899999593,-0.0662311130450478,-4.6312285962432045e-05,-2.2723479492769877e-05,-2.187491735208543e-05,-0.0011990011713001415
2853.0,0.005443660000310047,-0.06556745112617017,-3.631796924725751e-05,-2.297558783138649e-05,-1.8532644530546225e-05,-0.001199120250912741
2854.0,0.004859423000198149,-0.06556745112617017,-5.3451924263401505e-05,-2.31520722064671e-05,-2.3305923957652116e-05,-0.0011992103088718272
2855.0,0.004457462999653217,-0.06537366817957693,-2.6902539994518868e-05,-2.339033218113148e-05,-1.2360803410411356e-05,-0.0011993141941655412
2856.0,0.00508876899993993,-0.06537366817957693,-3.1165974089476564e-05,-2.3527232992675233e-05,-1.3476446692496595e-05,-0.0011993770954387504
2857.0,0.0054623549999632814,-0.06562822261338562,-6.505050076934261e-05,-2.369747260707161e-05,-2.586279920463218e-05,-0.001199450708574723
2858.0,0.004843849999815575,-0.06562822261338562,-3.96072905995697e-05,-2.4012567475211193e-05,-1.4062554710020193e-05,-0.0011995759840946454
2859.0,0.0044900949997099815,-0.06535879378642359,-3.830629618812029e-05,-2.419040797268438e-05,-1.4161221817496581e-05,-0.001199639126301232
2860.0,0.0048863070001061715,-0.06535879378642359,-3.479162632437538e-05,-2.437758429589653e-05,-1.1562920816490805e-05,-0.0011997083223785289
2861.0,0.005504201999883662,-0.06537206037665134,-5.798730234265169e-05,-2.4569084435090364e-05,-1.9475914247897534e-05,-0.0011997719670304116
2862.0,0.005099254000015208,-0.06537206037665134,-6.43815682469234e-05,-2.486477641851122e-05,-2.1350402665456954e-05,-0.001199871279664044
2863.0,0.004587141000229167,-0.06482109261651814,-3.458511413141618e-05,-2.5160103749875735e-05,-8.557335201970714e-06,-0.0011999692169714822
2864.0,0.00487807099989368,-0.06482109261651814,-5.098027441592109e-05,-2.532881239214821e-05,-1.5444363118665768e-05,-0.0012000109602601672
2865.0,0.005440884000108781,-0.06494833918576602,-5.772385571281569e-05,-2.560619015153895e-05,-1.584857807406302e-05,-0.0012000949912483515
2866.0,0.004844302000037715,-0.06494833918576602,-6.834851544694504e-05,-2.588582194121843e-05,-1.9560811641536795e-05,-0.0012001717665468135
2867.0,0.005395191999923554,-0.06453754004053587,-5.819525001294304e-05,-2.625457530496444e-05,-1.5764826024300623e-05,-0.0012002773008812939
2868.0,0.0048369769997407275,-0.06453754004053587,-7.754506131499149e-05,-2.6536064390771206e-05,-2.165398884107034e-05,-0.0012003535549821784
2869.0,0.00450501900013478,-0.06428032336215612,-5.445740809012314e-05,-2.688540636536186e-05,-1.2055988153228697e-05,-0.0012004511066133362
2870.0,0.00512661599987041,-0.06428032336215612,-5.467296861617722e-05,-2.7164588584988158e-05,-1.1085471198092571e-05,-0.0012005129130350967
2871.0,0.005464587999995274,-0.06449462257167185,-9.212143768361648e-05,-2.746335383321224e-05,-2.509888371463695e-05,-0.00120057349056798
2872.0,0.00483769399988887,-0.06449462257167185,-6.583378192611281e-05,-2.7909009159555408e-05,-1.28078571197147e-05,-0.0012006949112871302
2873.0,0.00533962600002269,-0.06415590897562606,-7.431025035123013e-05,-2.8260536933207904e-05,-1.711717863986993e-05,-0.0012007633004540112
2874.0,0.004903873999865027,-0.06415590897562606,-8.878806641808198e-05,-2.8624945037828763e-05,-2.068839659901157e-05,-0.0012008472409412942
2875.0,0.004696786999829783,-0.06370036290986955,-6.324104851479273e-05,-2.9041963673921235e-05,-9.692797845976934e-06,-0.0012009444099334878
2876.0,0.005064673000106268,-0.06370036290986955,-5.876985363304399e-05,-2.9362258904832517e-05,-6.408473597303178e-06,-0.0012009935007850337
2877.0,0.004521030999967479,-0.06397355142708666,-8.292523680723805e-05,-2.9627959234971062e-05,-1.5244623575577762e-05,-0.0012010224736928295
2878.0,0.005911937999826478,-0.06397355142708666,-8.642777695914815e-05,-3.0118208093596383e-05,-1.7230955676662514e-05,-0.001201112598962239
2879.0,0.004392406000079063,-0.06348170025777103,-0.00013181011643039533,-3.049783397968524e-05,-3.4197736356575356e-05,-0.0012011882843153403
2880.0,0.004887136999968789,-0.06348170025777103,-0.0001135357018708547,-3.114200807666242e-05,-2.7970353388615356e-05,-0.0012013554133380037
2881.0,0.0055208640001183085,-0.06297812871717207,-0.00011421438528878852,-3.1768823245849384e-05,-2.43109041731107e-05,-0.0012015098338550975
2882.0,0.005034952000187332,-0.06297812871717207,-0.00010851287903767416,-3.234388719350934e-05,-2.0708148292074613e-05,-0.0012016322380906902
2883.0,0.004399958000249171,-0.0627339074312102,-8.343743647741645e-05,-3.2821339303761225e-05,-9.878946640174708e-06,-0.0012017233530734381
2884.0,0.004935178999858181,-0.0627339074312102,-0.00010701457279078053,-3.3233117988066574e-05,-1.9885803855266596e-05,-0.0012017721074434374
2885.0,0.005537261999961629,-0.06265015495924613,-0.0001243873219931601,-3.382568571542309e-05,-2.412223639929422e-05,-0.001201882220349464
2886.0,0.004831524000110221,-0.06265015495924613,-0.00011597112080334132,-3.4426666046942485e-05,-1.9323603522920802e-05,-0.0012019987675135635
2887.0,0.005395638999743824,-0.062241843082934796,-0.00011306673042930759,-3.505240434919299e-05,-1.8602133107772003e-05,-0.0012021030307023473
2888.0,0.004862081999817747,-0.062241843082934796,-0.00012859397322224534,-3.5602144063991573e-05,-2.2254993257601622e-05,-0.0012021934757988888
2889.0,0.0045089919999554695,-0.061854229752666086,-0.00010312371015251407,-3.6181973260493165e-05,-1.1258006153117857e-05,-0.0012022938233854465
2890.0,0.00512353499971141,-0.061854229752666086,-0.00010708474321305236,-3.671033119875967e-05,-1.1702024249556675e-05,-0.001202351504173999
2891.0,0.0054242920000433514,-0.0619726840466561,-0.00014245287980389865,-3.729119011469693e-05,-2.4395924817791913e-05,-0.0012024149793705202
2892.0,0.004853875000208063,-0.0619726840466561,-0.00011566929441021826,-3.7982638586684715e-05,-1.154973418637873e-05,-0.0012025333941401003
2893.0,0.004345271000147477,-0.061578102134478896,-0.00011769370842034291,-3.848525301729296e-05,-1.2509128798861828e-05,-0.0012025835808651198
2894.0,0.005903421999846614,-0.061578102134478896,-0.00013607004503074732,-3.918004864482514e-05,-1.9509838901444377e-05,-0.00120265742753127
2895.0,0.004529197000010754,-0.06114073643731007,-0.00018171143054191696,-3.979633668456973e-05,-3.6089302373320155e-05,-0.001202745791435093
2896.0,0.005043881999881705,-0.06114073643731007,-0.00015347284777895192,-4.071286769825286e-05,-2.4853745798802947e-05,-0.0012029278216177221
2897.0,0.005414837999978772,-0.06066406292620802,-0.00015947610963883843,-4.154389830637129e-05,-2.3444642757314978e-05,-0.0012030624006249154
2898.0,0.004851062999932765,-0.06066406292620802,-0.0001410899687903798,-4.2317526961213484e-05,-1.4072501643754634e-05,-0.001203176132063942
2899.0,0.004363685000043915,-0.060456174160170024,-0.0001369552504900777,-4.293319914168073e-05,-1.2210342273486776e-05,-0.001203237540028278
2900.0,0.004893021000043518,-0.060456174160170024,-0.00014872298205432567,-4.36033240583949e-05,-1.61927582733942e-05,-0.00120329728548944
2901.0,0.005357654999897932,-0.06016643641160852,-0.0001711354677991004,-4.440013048679799e-05,-2.261090929029271e-05,-0.0012033840407017656
2902.0,0.00489871999980096,-0.06016643641160852,-0.00016032407983516692,-4.523847522558074e-05,-1.6394953293754356e-05,-0.0012034948052153196
2903.0,0.005531954000161932,-0.05965519984241361,-0.0001519387925592535,-4.612538066034717e-05,-1.2226573201291822e-05,-0.0012035855013427755
2904.0,0.004902980999759166,-0.05965519984241361,-0.00018239755811236405,-4.687033367339154e-05,-2.2552650573795516e-05,-0.0012036454479988736
2905.0,0.00449167699980535,-0.05905408847391182,-0.00016051086739922422,-4.768960458998551e-05,-1.290570023992853e-05,-0.0012037467472207405
2906.0,0.004852948000007018,-0.05905408847391182,-0.00016490253667040769,-4.8468555482909965e-05,-1.3192122220437547e-05,-0.0012038093779129086
2907.0,0.005390488000102778,-0.05904171989223359,-0.00018273470302352092,-4.935746062801831e-05,-1.7723474919397157e-05,-0.0012038804898894338
2908.0,0.004851043000144273,-0.05904171989223359,-0.00018811169032579496,-5.0243914530004e-05,-1.8348558015703704e-05,-0.0012039664672283798
2909.0,0.005581196000093769,-0.058354781361933145,-0.00018030906595075763,-5.12938027436212e-05,-1.4428173390265722e-05,-0.0012040688741269845
2910.0,0.004175855000084994,-0.058354781361933145,-0.0002047362745031447,-5.2046747258232325e-05,-2.2024181579459715e-05,-0.0012041291240869783
2911.0,0.005524273999981233,-0.057802010619696434,-0.00022105898915443834,-5.3177766536323066e-05,-2.9941256543789833e-05,-0.0012042507917006486
2912.0,0.004844393000439595,-0.057802010619696434,-0.0002482045963642335,-5.424866315606708e-05,-3.701503077686307e-05,-0.0012043958389142738
2913.0,0.005391409999901953,-0.05684026572987416,-0.00019509925895192144,-5.558683589892684e-05,-1.3230818337248458e-05,-0.001204595402121351
2914.0,0.004905250000319938,-0.05684026572987416,-0.00021957828046140364,-5.654384653896317e-05,-2.0547293711408064e-05,-0.001204660302593004
2915.0,0.004462453000087407,-0.05681599286860075,-0.0001965465108920828,-5.7523704295362195e-05,-9.809055468382937e-06,-0.0012047519939254701
